Type,Min,Max,Centroid_Price,Strength
Resistance,1455.0,1925.0,1647.92,48
Resistance,1940.0,2540.0,2202.56,43
Resistance,2580.0,3320.0,2921.14,44
Support,364.0,775.0,660.6,15
Support,825.0,1055.0,931.59,22
Support,1175.0,1445.0,1327.06,34
