Type,Min,Max,Centroid_Price,Strength
Resistance,7775.0,9525.0,8701.47,85
Resistance,9675.0,11800.0,10566.96,28
Support,3020.0,5325.0,4398.57,28
Support,5875.0,7700.0,6917.62,61
