Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,7881,8192,8036,155.21,22,8036.0,0.0369,7750.0,469.05,1
Resistance,8447,8698,8572,125.56,26,8572.0,0.1061,7750.0,224.01,2
Resistance,8897,9178,9038,140.74,22,9038.0,0.1662,7750.0,124.86,3
Resistance,9333,9484,9408,75.4,15,9408.0,0.2139,7750.0,66.98,4
Resistance,9736,10030,9883,146.84,9,9883.0,0.2752,7750.0,31.55,5
Resistance,10779,11026,10902,123.72,11,10902.0,0.4067,7750.0,26.4,6
Resistance,10267,10513,10390,123.24,5,10390.0,0.3406,7750.0,14.26,7
Resistance,11571,11796,11683,112.73,3,11683.0,0.5075,7750.0,5.8,8
Support,7316,7593,7455,138.37,22,7455.0,0.0381,7750.0,457.72,1
Support,6912,7135,7023,111.55,13,7023.0,0.0938,7750.0,125.23,2
Support,6557,6779,6668,110.69,14,6668.0,0.1396,7750.0,93.57,3
Support,5989,6232,6110,121.29,12,6110.0,0.2116,7750.0,54.15,4
Support,4650,5053,4852,201.4,11,4852.0,0.3739,7750.0,28.65,5
Support,4215,4433,4324,109.26,10,4324.0,0.4421,7750.0,22.12,6
Support,3749,4094,3922,172.21,6,3922.0,0.4939,7750.0,11.91,7
Support,3020,3020,3020,0.0,1,3020.0,0.6103,7750.0,1.61,8
