Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,351,364,358,6.2,12,358.0,0.0407,344.0,236.7,1
Resistance,373,386,379,6.34,20,379.0,0.1017,344.0,178.98,2
Resistance,398,414,406,7.87,21,406.0,0.1802,344.0,110.39,3
Resistance,428,442,435,7.15,12,435.0,0.2645,344.0,43.71,4
Resistance,452,472,462,10.28,10,462.0,0.343,344.0,28.33,5
Resistance,583,615,599,15.57,5,599.0,0.7413,344.0,6.66,6
Resistance,513,554,533,20.21,3,533.0,0.5494,344.0,5.36,7
Resistance,645,645,645,0.0,1,645.0,0.875,344.0,1.13,8
Support,328,343,336,7.79,15,336.0,0.0233,344.0,451.05,1
Support,301,314,308,6.4,14,308.0,0.1047,344.0,122.11,2
Support,282,292,287,5.3,17,287.0,0.1657,344.0,96.76,3
Support,256,271,263,7.38,14,263.0,0.2355,344.0,57.03,4
Support,226,241,234,7.52,8,234.0,0.3198,344.0,24.26,5
Support,118,141,129,11.07,15,129.0,0.625,344.0,23.62,6
Support,202,211,206,4.77,5,206.0,0.4012,344.0,12.16,7
Support,81,86,84,2.12,2,84.0,0.7558,344.0,2.61,8
