Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2430,2528,2479,49.1,18,2479.0,0.0329,2400.0,419.42,1
Resistance,2694,2775,2734,40.44,21,2734.0,0.1392,2400.0,140.78,2
Resistance,2831,2913,2872,40.89,29,2872.0,0.1967,2400.0,140.32,3
Resistance,2978,3137,3057,79.38,11,3057.0,0.2737,2400.0,38.77,4
Resistance,3759,3915,3837,78.0,21,3837.0,0.5988,2400.0,34.5,5
Resistance,3410,3580,3495,84.74,14,3495.0,0.4562,2400.0,30.03,6
Resistance,4049,4223,4136,87.49,15,4136.0,0.7233,2400.0,20.45,7
Resistance,4337,4512,4424,87.77,9,4424.0,0.8433,2400.0,10.55,8
Support,2307,2362,2334,27.6,7,2334.0,0.0275,2400.0,186.67,1
Support,2223,2254,2239,15.74,7,2239.0,0.0671,2400.0,90.81,2
Support,2161,2194,2178,16.41,9,2178.0,0.0925,2400.0,87.8,3
Support,2003,2041,2022,18.59,10,2022.0,0.1575,2400.0,59.7,4
Support,1905,1953,1929,23.75,11,1929.0,0.1963,2400.0,53.33,5
Support,2078,2122,2100,21.6,4,2100.0,0.125,2400.0,29.63,6
Support,1770,1804,1787,17.18,5,1787.0,0.2554,2400.0,18.84,7
Support,1385,1385,1385,0.0,1,1385.0,0.4229,2400.0,2.31,8
