Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1135.0,1340.0,1201.11,18,1135.0,0.0044,1130.0,1247.85,1
Resistance,1410.0,1705.0,1571.11,9,1410.0,0.2478,1130.0,34.91,2
Support,840.0,1110.0,981.98,48,1110.0,0.0177,1130.0,1732.91,1
Support,260.0,745.0,515.76,119,745.0,0.3407,1130.0,339.31,2
