Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,115.0,412.0,217.35,113,115.0,0.0088,114.0,6019.63,1
Resistance,428.0,1550.0,625.75,56,428.0,2.7544,114.0,20.26,2
Support,97.0,113.0,105.71,17,113.0,0.0088,114.0,905.61,1
Support,53.0,83.0,64.7,23,83.0,0.2719,114.0,81.58,2
