Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1645,1645,1645,0.0,1
Resistance,1660,1660,1660,0.0,1
Resistance,1760,1760,1760,0.0,1
Resistance,1770,1770,1770,0.0,1
Support,85,124,104,19.81,33
Support,170,241,206,35.3,63
Support,837,976,907,69.63,54
Support,994,1213,1104,109.36,14
