Type,Min,Max,Centroid_Price,Strength
Resistance,715.0,790.0,746.54,13
Resistance,825.0,870.0,855.0,3
Resistance,940.0,1010.0,985.0,4
Resistance,1030.0,1200.0,1072.5,6
Support,210.0,316.0,274.75,24
Support,320.0,398.0,359.59,58
Support,412.0,540.0,462.0,35
Support,605.0,700.0,654.69,16
