Tanggal,Open,High,Low,Close,Volume,PP,R1,R2,R3,S1,S2,S3
2019-12-27,50.0,50.0,50.0,50.0,7700,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019-12-30,50.0,50.0,50.0,50.0,14000,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-02,50.0,50.0,50.0,50.0,13100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-03,50.0,50.0,50.0,50.0,1300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-06,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-07,50.0,50.0,50.0,50.0,1900,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-08,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-09,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-10,50.0,50.0,50.0,50.0,1300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-13,50.0,50.0,50.0,50.0,6500,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-14,50.0,50.0,50.0,50.0,1300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-15,50.0,50.0,50.0,50.0,150900,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-16,50.0,50.0,50.0,50.0,600,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-17,50.0,50.0,50.0,50.0,400,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-20,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-21,50.0,50.0,50.0,50.0,20300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-22,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-23,50.0,50.0,50.0,50.0,9700,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-24,50.0,50.0,50.0,50.0,300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-27,50.0,50.0,50.0,50.0,300,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-28,50.0,50.0,50.0,50.0,200,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-29,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-30,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-01-31,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-03,50.0,50.0,50.0,50.0,1100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-04,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-05,50.0,50.0,50.0,50.0,10000,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-06,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-07,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-10,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-11,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-12,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-13,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-14,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-17,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-18,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-19,50.0,50.0,50.0,50.0,200,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-20,50.0,50.0,50.0,50.0,6200,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-21,50.0,50.0,50.0,50.0,200,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-24,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-25,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-26,50.0,50.0,50.0,50.0,5100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-27,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-02-28,50.0,50.0,50.0,50.0,200,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-02,50.0,50.0,50.0,50.0,100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-03,50.0,50.0,50.0,50.0,10100,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-04,50.0,50.0,50.0,50.0,600,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-05,50.0,50.0,50.0,50.0,500,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-06,50.0,50.0,50.0,50.0,400,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-09,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020-03-10,50.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
