Tanggal,Open,High,Low,Close,Volume,PP,R1,R2,R3,S1,S2,S3
2019-12-27,1840.0,1850.0,1835.0,1845.0,3298100,1840.0,1845.0,1850.0,1855.0,1835.0,1830.0,1825.0
2019-12-30,1845.0,1850.0,1835.0,1835.0,3536300,1843.3333333333333,1851.6666666666665,1858.3333333333333,1866.6666666666665,1836.6666666666665,1828.3333333333333,1821.6666666666665
2020-01-02,1830.0,1835.0,1830.0,1830.0,3364400,1840.0,1845.0,1855.0,1860.0,1830.0,1825.0,1815.0
2020-01-03,1830.0,1830.0,1825.0,1825.0,3422000,1831.6666666666667,1833.3333333333335,1836.6666666666667,1838.3333333333335,1828.3333333333335,1826.6666666666667,1823.3333333333335
2020-01-06,1825.0,1825.0,1810.0,1815.0,3608000,1826.6666666666667,1828.3333333333335,1831.6666666666667,1833.3333333333335,1823.3333333333335,1821.6666666666667,1818.3333333333335
2020-01-07,1815.0,1820.0,1805.0,1810.0,3537200,1816.6666666666667,1823.3333333333335,1831.6666666666667,1838.3333333333335,1808.3333333333335,1801.6666666666667,1793.3333333333335
2020-01-08,1810.0,1810.0,1805.0,1805.0,3360200,1811.6666666666667,1818.3333333333335,1826.6666666666667,1833.3333333333335,1803.3333333333335,1796.6666666666667,1788.3333333333335
2020-01-09,1805.0,1850.0,1805.0,1840.0,3403500,1806.6666666666667,1808.3333333333335,1811.6666666666667,1813.3333333333335,1803.3333333333335,1801.6666666666667,1798.3333333333335
2020-01-10,1840.0,1860.0,1840.0,1850.0,3344100,1831.6666666666667,1858.3333333333335,1876.6666666666667,1903.3333333333335,1813.3333333333335,1786.6666666666667,1768.3333333333335
2020-01-13,1850.0,1870.0,1850.0,1855.0,3319700,1850.0,1860.0,1870.0,1880.0,1840.0,1830.0,1820.0
2020-01-14,1850.0,1855.0,1850.0,1850.0,2748100,1858.3333333333333,1866.6666666666665,1878.3333333333333,1886.6666666666665,1846.6666666666665,1838.3333333333333,1826.6666666666665
2020-01-15,1850.0,1850.0,1835.0,1835.0,3879200,1851.6666666666667,1853.3333333333335,1856.6666666666667,1858.3333333333335,1848.3333333333335,1846.6666666666667,1843.3333333333335
2020-01-16,1830.0,1840.0,1825.0,1830.0,3189600,1840.0,1845.0,1855.0,1860.0,1830.0,1825.0,1815.0
2020-01-17,1825.0,1830.0,1825.0,1830.0,3725000,1831.6666666666667,1838.3333333333335,1846.6666666666667,1853.3333333333335,1823.3333333333335,1816.6666666666667,1808.3333333333335
2020-01-20,1825.0,1830.0,1820.0,1825.0,2910400,1828.3333333333333,1831.6666666666665,1833.3333333333333,1836.6666666666665,1826.6666666666665,1823.3333333333333,1821.6666666666665
2020-01-21,1820.0,1835.0,1820.0,1820.0,3978200,1825.0,1830.0,1835.0,1840.0,1820.0,1815.0,1810.0
2020-01-22,1815.0,1830.0,1815.0,1815.0,3542900,1825.0,1830.0,1840.0,1845.0,1815.0,1810.0,1800.0
2020-01-23,1810.0,1820.0,1810.0,1820.0,4208900,1820.0,1825.0,1835.0,1840.0,1810.0,1805.0,1795.0
2020-01-24,1815.0,1820.0,1810.0,1815.0,2820000,1816.6666666666667,1823.3333333333335,1826.6666666666667,1833.3333333333335,1813.3333333333335,1806.6666666666667,1803.3333333333335
2020-01-27,1815.0,1815.0,1800.0,1800.0,3684000,1815.0,1820.0,1825.0,1830.0,1810.0,1805.0,1800.0
2020-01-28,1795.0,1810.0,1785.0,1810.0,4073000,1805.0,1810.0,1820.0,1825.0,1795.0,1790.0,1780.0
2020-01-29,1810.0,1820.0,1805.0,1810.0,3352400,1801.6666666666667,1818.3333333333335,1826.6666666666667,1843.3333333333335,1793.3333333333335,1776.6666666666667,1768.3333333333335
2020-01-30,1810.0,1820.0,1805.0,1805.0,3872600,1811.6666666666667,1818.3333333333335,1826.6666666666667,1833.3333333333335,1803.3333333333335,1796.6666666666667,1788.3333333333335
2020-01-31,1805.0,1810.0,1795.0,1800.0,1747400,1810.0,1815.0,1825.0,1830.0,1800.0,1795.0,1785.0
2020-02-03,1795.0,1795.0,1790.0,1795.0,572900,1801.6666666666667,1808.3333333333335,1816.6666666666667,1823.3333333333335,1793.3333333333335,1786.6666666666667,1778.3333333333335
2020-02-04,1795.0,1805.0,1795.0,1800.0,350900,1793.3333333333333,1796.6666666666665,1798.3333333333333,1801.6666666666665,1791.6666666666665,1788.3333333333333,1786.6666666666665
2020-02-05,1800.0,1805.0,1795.0,1805.0,282400,1800.0,1805.0,1810.0,1815.0,1795.0,1790.0,1785.0
2020-02-06,1805.0,1805.0,1800.0,1800.0,257700,1801.6666666666667,1808.3333333333335,1811.6666666666667,1818.3333333333335,1798.3333333333335,1791.6666666666667,1788.3333333333335
2020-02-07,1800.0,1805.0,1795.0,1800.0,277900,1801.6666666666667,1803.3333333333335,1806.6666666666667,1808.3333333333335,1798.3333333333335,1796.6666666666667,1793.3333333333335
2020-02-10,1795.0,1800.0,1795.0,1795.0,261600,1800.0,1805.0,1810.0,1815.0,1795.0,1790.0,1785.0
2020-02-11,1795.0,1800.0,1795.0,1795.0,284600,1796.6666666666667,1798.3333333333335,1801.6666666666667,1803.3333333333335,1793.3333333333335,1791.6666666666667,1788.3333333333335
2020-02-12,1795.0,1795.0,1790.0,1795.0,294400,1796.6666666666667,1798.3333333333335,1801.6666666666667,1803.3333333333335,1793.3333333333335,1791.6666666666667,1788.3333333333335
2020-02-13,1795.0,1795.0,1790.0,1795.0,277700,1793.3333333333333,1796.6666666666665,1798.3333333333333,1801.6666666666665,1791.6666666666665,1788.3333333333333,1786.6666666666665
2020-02-14,1795.0,1795.0,1790.0,1795.0,278700,1793.3333333333333,1796.6666666666665,1798.3333333333333,1801.6666666666665,1791.6666666666665,1788.3333333333333,1786.6666666666665
2020-02-17,1790.0,1800.0,1790.0,1790.0,271600,1793.3333333333333,1796.6666666666665,1798.3333333333333,1801.6666666666665,1791.6666666666665,1788.3333333333333,1786.6666666666665
2020-02-18,1785.0,1795.0,1785.0,1795.0,265300,1793.3333333333333,1796.6666666666665,1803.3333333333333,1806.6666666666665,1786.6666666666665,1783.3333333333333,1776.6666666666665
2020-02-19,1795.0,1800.0,1795.0,1800.0,306200,1791.6666666666667,1798.3333333333335,1801.6666666666667,1808.3333333333335,1788.3333333333335,1781.6666666666667,1778.3333333333335
2020-02-20,1795.0,1800.0,1795.0,1800.0,307000,1798.3333333333333,1801.6666666666665,1803.3333333333333,1806.6666666666665,1796.6666666666665,1793.3333333333333,1791.6666666666665
2020-02-21,1795.0,1795.0,1790.0,1795.0,279800,1798.3333333333333,1801.6666666666665,1803.3333333333333,1806.6666666666665,1796.6666666666665,1793.3333333333333,1791.6666666666665
2020-02-24,1790.0,1790.0,1785.0,1785.0,253200,1793.3333333333333,1796.6666666666665,1798.3333333333333,1801.6666666666665,1791.6666666666665,1788.3333333333333,1786.6666666666665
2020-02-25,1780.0,1785.0,1775.0,1780.0,283400,1786.6666666666667,1788.3333333333335,1791.6666666666667,1793.3333333333335,1783.3333333333335,1781.6666666666667,1778.3333333333335
2020-02-26,1775.0,1775.0,1765.0,1765.0,255000,1780.0,1785.0,1790.0,1795.0,1775.0,1770.0,1765.0
2020-02-27,1765.0,1765.0,1750.0,1750.0,269200,1768.3333333333333,1771.6666666666665,1778.3333333333333,1781.6666666666665,1761.6666666666665,1758.3333333333333,1751.6666666666665
2020-02-28,1745.0,1745.0,1740.0,1740.0,330600,1755.0,1760.0,1770.0,1775.0,1745.0,1740.0,1730.0
2020-03-02,1745.0,1750.0,1745.0,1745.0,281400,1741.6666666666667,1743.3333333333335,1746.6666666666667,1748.3333333333335,1738.3333333333335,1736.6666666666667,1733.3333333333335
2020-03-03,1745.0,1755.0,1745.0,1755.0,343500,1746.6666666666667,1748.3333333333335,1751.6666666666667,1753.3333333333335,1743.3333333333335,1741.6666666666667,1738.3333333333335
2020-03-04,1755.0,1760.0,1755.0,1760.0,285900,1751.6666666666667,1758.3333333333335,1761.6666666666667,1768.3333333333335,1748.3333333333335,1741.6666666666667,1738.3333333333335
2020-03-05,1760.0,1765.0,1760.0,1765.0,278900,1758.3333333333333,1761.6666666666665,1763.3333333333333,1766.6666666666665,1756.6666666666665,1753.3333333333333,1751.6666666666665
2020-03-06,1760.0,1760.0,1755.0,1755.0,288200,1763.3333333333333,1766.6666666666665,1768.3333333333333,1771.6666666666665,1761.6666666666665,1758.3333333333333,1756.6666666666665
2020-03-09,1750.0,1750.0,1740.0,1740.0,255700,1756.6666666666667,1758.3333333333335,1761.6666666666667,1763.3333333333335,1753.3333333333335,1751.6666666666667,1748.3333333333335
2020-03-10,1740.0,1750.0,1740.0,1750.0,258400,1743.3333333333333,1746.6666666666665,1753.3333333333333,1756.6666666666665,1736.6666666666665,1733.3333333333333,1726.6666666666665
2020-03-11,1750.0,1750.0,1735.0,1735.0,298900,1746.6666666666667,1753.3333333333335,1756.6666666666667,1763.3333333333335,1743.3333333333335,1736.6666666666667,1733.3333333333335
2020-03-12,1730.0,1730.0,1720.0,1720.0,284600,1740.0,1745.0,1755.0,1760.0,1730.0,1725.0,1715.0
2020-03-13,1720.0,1720.0,1715.0,1715.0,294500,1723.3333333333333,1726.6666666666665,1733.3333333333333,1736.6666666666665,1716.6666666666665,1713.3333333333333,1706.6666666666665
2020-03-16,1710.0,1710.0,1705.0,1705.0,290000,1716.6666666666667,1718.3333333333335,1721.6666666666667,1723.3333333333335,1713.3333333333335,1711.6666666666667,1708.3333333333335
2020-03-17,1700.0,1700.0,1685.0,1685.0,247400,1706.6666666666667,1708.3333333333335,1711.6666666666667,1713.3333333333335,1703.3333333333335,1701.6666666666667,1698.3333333333335
2020-03-18,1680.0,1685.0,1680.0,1685.0,304000,1690.0,1695.0,1705.0,1710.0,1680.0,1675.0,1665.0
2020-03-19,1680.0,1680.0,1670.0,1670.0,198100,1683.3333333333333,1686.6666666666665,1688.3333333333333,1691.6666666666665,1681.6666666666665,1678.3333333333333,1676.6666666666665
2020-03-20,1670.0,1670.0,1660.0,1665.0,182100,1673.3333333333333,1676.6666666666665,1683.3333333333333,1686.6666666666665,1666.6666666666665,1663.3333333333333,1656.6666666666665
2020-03-23,1665.0,1665.0,1655.0,1660.0,184100,1665.0,1670.0,1675.0,1680.0,1660.0,1655.0,1650.0
2020-03-24,1655.0,1655.0,1650.0,1655.0,175300,1660.0,1665.0,1670.0,1675.0,1655.0,1650.0,1645.0
2020-03-26,1655.0,1655.0,1650.0,1650.0,183300,1653.3333333333333,1656.6666666666665,1658.3333333333333,1661.6666666666665,1651.6666666666665,1648.3333333333333,1646.6666666666665
2020-03-27,1650.0,1650.0,1645.0,1650.0,176900,1651.6666666666667,1653.3333333333335,1656.6666666666667,1658.3333333333335,1648.3333333333335,1646.6666666666667,1643.3333333333335
2020-03-30,1645.0,1645.0,1640.0,1640.0,61200,1648.3333333333333,1651.6666666666665,1653.3333333333333,1656.6666666666665,1646.6666666666665,1643.3333333333333,1641.6666666666665
