Tanggal,Open,High,Low,Close,Volume,PP,R1,R2,R3,S1,S2,S3
2019-12-27,1240.0,1250.0,1215.0,1220.0,9272000,1250.0,1260.0,1280.0,1290.0,1230.0,1220.0,1200.0
2019-12-30,1210.0,1225.0,1185.0,1195.0,9784500,1228.3333333333333,1241.6666666666665,1263.3333333333333,1276.6666666666665,1206.6666666666665,1193.3333333333333,1171.6666666666665
2020-01-02,1195.0,1210.0,1175.0,1210.0,2738700,1201.6666666666667,1218.3333333333335,1241.6666666666667,1258.3333333333335,1178.3333333333335,1161.6666666666667,1138.3333333333335
2020-01-03,1210.0,1230.0,1210.0,1225.0,6196500,1198.3333333333333,1221.6666666666665,1233.3333333333333,1256.6666666666665,1186.6666666666665,1163.3333333333333,1151.6666666666665
2020-01-06,1220.0,1255.0,1205.0,1235.0,9321000,1221.6666666666667,1233.3333333333335,1241.6666666666667,1253.3333333333335,1213.3333333333335,1201.6666666666667,1193.3333333333335
2020-01-07,1245.0,1275.0,1235.0,1275.0,9192600,1231.6666666666667,1258.3333333333335,1281.6666666666667,1308.3333333333335,1208.3333333333335,1181.6666666666667,1158.3333333333335
2020-01-08,1270.0,1270.0,1240.0,1245.0,6006900,1261.6666666666667,1288.3333333333335,1301.6666666666667,1328.3333333333335,1248.3333333333335,1221.6666666666667,1208.3333333333335
2020-01-09,1245.0,1255.0,1230.0,1235.0,7766100,1251.6666666666667,1263.3333333333335,1281.6666666666667,1293.3333333333335,1233.3333333333335,1221.6666666666667,1203.3333333333335
2020-01-10,1265.0,1290.0,1260.0,1265.0,15562000,1240.0,1250.0,1265.0,1275.0,1225.0,1215.0,1200.0
2020-01-13,1290.0,1310.0,1270.0,1270.0,11119400,1271.6666666666667,1283.3333333333335,1301.6666666666667,1313.3333333333335,1253.3333333333335,1241.6666666666667,1223.3333333333335
2020-01-14,1290.0,1300.0,1245.0,1245.0,11287000,1283.3333333333333,1296.6666666666665,1323.3333333333333,1336.6666666666665,1256.6666666666665,1243.3333333333333,1216.6666666666665
2020-01-15,1240.0,1240.0,1200.0,1200.0,10375400,1263.3333333333333,1281.6666666666665,1318.3333333333333,1336.6666666666665,1226.6666666666665,1208.3333333333333,1171.6666666666665
2020-01-16,1200.0,1220.0,1190.0,1200.0,9393200,1213.3333333333333,1226.6666666666665,1253.3333333333333,1266.6666666666665,1186.6666666666665,1173.3333333333333,1146.6666666666665
2020-01-17,1215.0,1215.0,1200.0,1200.0,10560500,1203.3333333333333,1216.6666666666665,1233.3333333333333,1246.6666666666665,1186.6666666666665,1173.3333333333333,1156.6666666666665
2020-01-20,1200.0,1215.0,1130.0,1135.0,4967700,1205.0,1210.0,1220.0,1225.0,1195.0,1190.0,1180.0
2020-01-21,1135.0,1145.0,1110.0,1125.0,2846400,1160.0,1190.0,1245.0,1275.0,1105.0,1075.0,1020.0
2020-01-22,1125.0,1135.0,1075.0,1080.0,3507000,1126.6666666666667,1143.3333333333335,1161.6666666666667,1178.3333333333335,1108.3333333333335,1091.6666666666667,1073.3333333333335
2020-01-23,1070.0,1110.0,1055.0,1085.0,3479500,1096.6666666666667,1118.3333333333335,1156.6666666666667,1178.3333333333335,1058.3333333333335,1036.6666666666667,998.3333333333335
2020-01-24,1100.0,1110.0,1075.0,1085.0,1570200,1083.3333333333333,1111.6666666666665,1138.3333333333333,1166.6666666666665,1056.6666666666665,1028.3333333333333,1001.6666666666665
2020-01-27,1085.0,1085.0,1005.0,1010.0,4633100,1090.0,1105.0,1125.0,1140.0,1070.0,1055.0,1035.0
2020-01-28,990.0,1045.0,955.0,1030.0,5464700,1033.3333333333333,1061.6666666666665,1113.3333333333333,1141.6666666666665,981.6666666666665,953.3333333333333,901.6666666666665
2020-01-29,1050.0,1055.0,1005.0,1005.0,3924000,1010.0,1065.0,1100.0,1155.0,975.0,920.0,885.0
2020-01-30,1010.0,1015.0,980.0,980.0,3272500,1021.6666666666666,1038.3333333333333,1071.6666666666665,1088.3333333333333,988.3333333333333,971.6666666666666,938.3333333333333
