Tanggal,Open,High,Low,Close,Volume,PP,R1,R2,R3,S1,S2,S3
2019-12-27,3090.0,3090.0,3030.0,3030.0,41400,3100.0,3120.0,3140.0,3160.0,3080.0,3060.0,3040.0
2019-12-30,3000.0,3000.0,2940.0,2950.0,38400,3050.0,3070.0,3110.0,3130.0,3010.0,2990.0,2950.0
2020-01-02,2940.0,2950.0,2940.0,2950.0,1800,2963.3333333333335,2986.666666666667,3023.3333333333335,3046.666666666667,2926.666666666667,2903.3333333333335,2866.666666666667
2020-01-03,2950.0,2950.0,2950.0,2950.0,0,2946.6666666666665,2953.333333333333,2956.6666666666665,2963.333333333333,2943.333333333333,2936.6666666666665,2933.333333333333
2020-01-06,2940.0,2940.0,2940.0,2940.0,3400,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0
2020-01-07,2930.0,2930.0,2910.0,2910.0,13600,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0
2020-01-08,2900.0,2900.0,2890.0,2900.0,8700,2916.6666666666665,2923.333333333333,2936.6666666666665,2943.333333333333,2903.333333333333,2896.6666666666665,2883.333333333333
2020-01-09,2890.0,2890.0,2880.0,2880.0,6200,2896.6666666666665,2903.333333333333,2906.6666666666665,2913.333333333333,2893.333333333333,2886.6666666666665,2883.333333333333
2020-01-10,2870.0,2900.0,2850.0,2900.0,89800,2883.3333333333335,2886.666666666667,2893.3333333333335,2896.666666666667,2876.666666666667,2873.3333333333335,2866.666666666667
2020-01-13,2900.0,2900.0,2900.0,2900.0,1800,2883.3333333333335,2916.666666666667,2933.3333333333335,2966.666666666667,2866.666666666667,2833.3333333333335,2816.666666666667
2020-01-14,2890.0,2890.0,2890.0,2890.0,2000,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0
2020-01-15,2880.0,2880.0,2880.0,2880.0,100,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0
2020-01-16,2870.0,2870.0,2870.0,2870.0,100,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
2020-01-17,2870.0,2870.0,2870.0,2870.0,1000,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0
2020-01-20,2870.0,2870.0,2870.0,2870.0,0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0
2020-01-21,2860.0,2860.0,2860.0,2860.0,100,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0
2020-01-22,2900.0,2900.0,2900.0,2900.0,150000,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0
2020-01-23,2930.0,2930.0,2930.0,2930.0,100000,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0
2020-01-24,2920.0,3000.0,2920.0,3000.0,270300,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0
2020-01-27,3000.0,3000.0,3000.0,3000.0,0,2973.3333333333335,3026.666666666667,3053.3333333333335,3106.666666666667,2946.666666666667,2893.3333333333335,2866.666666666667
2020-01-28,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
2020-01-29,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
2020-01-30,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
2020-01-31,3000.0,3000.0,3000.0,3000.0,0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
2020-02-03,2990.0,2990.0,2990.0,2990.0,500,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
2020-02-04,2990.0,2990.0,2990.0,2990.0,0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0
2020-02-05,2990.0,2990.0,2990.0,2990.0,0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0
2020-02-06,2980.0,2980.0,2980.0,2980.0,500,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0
2020-02-07,2980.0,2980.0,2980.0,2980.0,0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0
