Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,240,263,252,11.77,33,252.0,0.115,226.0,263.91,1
Resistance,289,315,302,13.01,23,302.0,0.3363,226.0,66.42,2
Resistance,334,368,351,17.17,24,351.0,0.5531,226.0,42.62,3
Resistance,409,450,430,20.34,14,430.0,0.9027,226.0,15.34,4
Resistance,516,559,538,21.04,8,538.0,1.3805,226.0,5.75,5
Resistance,685,725,705,20.25,6,705.0,2.1195,226.0,2.82,6
Resistance,592,625,609,16.52,4,609.0,1.6947,226.0,2.35,7
Support,216,222,219,3.11,12,219.0,0.031,226.0,292.87,1
Support,209,213,211,2.07,6,211.0,0.0664,226.0,78.56,2
Support,191,196,194,2.48,7,194.0,0.1416,226.0,46.18,3
Support,203,205,204,1.0,4,204.0,0.0973,226.0,37.26,4
Support,156,161,158,2.5,11,158.0,0.3009,226.0,35.38,5
Support,165,171,168,3.24,7,168.0,0.2566,226.0,26.25,6
Support,144,148,146,2.22,4,146.0,0.354,226.0,10.99,7
