Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2430,2528,2479,49.1,18
Resistance,2692,2770,2731,38.51,20
Resistance,2826,2907,2867,40.11,29
Resistance,2976,3084,3030,54.04,11
Resistance,3293,3454,3373,80.66,6
Resistance,3515,3607,3561,46.06,10
Resistance,3775,3915,3845,69.77,20
Resistance,4049,4223,4136,87.49,15
Resistance,4337,4512,4424,87.77,9
Support,1385,1385,1385,0.0,1
Support,1770,1804,1787,17.18,5
Support,1905,1953,1929,23.75,11
Support,2003,2041,2022,18.59,10
Support,2078,2122,2100,21.6,4
Support,2161,2194,2178,16.41,9
Support,2223,2254,2239,15.74,7
Support,2301,2312,2307,5.77,3
Support,2342,2368,2355,12.91,4
