Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,25600.0,31425.0,28234.46,37,25600.0,0.0099,25350.0,1862.86,1
Resistance,33000.0,37025.0,34890.79,19,33000.0,0.3018,25350.0,60.94,2
Resistance,37725.0,41500.0,39911.36,22,37725.0,0.4882,25350.0,44.16,3
Resistance,41925.0,45650.0,43794.12,17,41925.0,0.6538,25350.0,25.61,4
Support,21900.0,25325.0,23740.22,23,25325.0,0.001,25350.0,2093.54,1
Support,15825.0,21150.0,19006.25,24,21150.0,0.1657,25350.0,136.61,2
Support,10300.0,15100.0,12613.19,36,15100.0,0.4043,25350.0,86.89,3
Support,5650.0,10025.0,7842.76,38,10025.0,0.6045,25350.0,61.84,4
