Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,222.0,240.0,230.14,14,222.0,0.0091,220.0,733.33,1
Resistance,242.0,270.0,252.58,24,242.0,0.1,220.0,218.18,2
Resistance,276.0,320.0,294.0,25,276.0,0.2545,220.0,94.5,3
Resistance,330.0,404.0,361.43,7,330.0,0.5,220.0,13.73,4
Support,193.0,218.0,210.68,19,218.0,0.0091,220.0,995.24,1
Support,84.0,133.0,109.65,46,133.0,0.3955,220.0,113.45,2
Support,137.0,174.0,158.42,12,174.0,0.2091,220.0,54.77,3
Support,50.0,55.0,51.71,7,55.0,0.75,220.0,9.21,4
