Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,170.0,400.0,259.29,75,170.0,0.0059,169.0,4711.9,1
Resistance,408.0,670.0,555.49,57,408.0,1.4142,169.0,40.02,2
Resistance,690.0,1025.0,811.59,22,690.0,3.0828,169.0,7.11,3
Resistance,1170.0,1350.0,1273.33,3,1170.0,5.9231,169.0,0.51,4
Support,150.0,168.0,158.74,19,168.0,0.0059,169.0,1193.68,1
Support,134.0,148.0,140.56,16,148.0,0.1243,169.0,119.17,2
Support,115.0,132.0,125.75,12,132.0,0.2189,169.0,52.42,3
Support,90.0,110.0,100.14,7,110.0,0.3491,169.0,19.49,4
