Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,600.0,740.0,662.67,43,600.0,0.0084,595.0,2336.53,1
Resistance,770.0,970.0,860.0,10,770.0,0.2941,595.0,32.88,2
Resistance,1045.0,1150.0,1095.71,7,1045.0,0.7563,595.0,9.13,3
Resistance,1295.0,1325.0,1306.67,3,1295.0,1.1765,595.0,2.53,4
Support,530.0,590.0,558.55,31,590.0,0.0084,595.0,1684.47,1
Support,450.0,525.0,497.79,57,525.0,0.1176,595.0,446.54,2
Support,354.0,438.0,396.44,18,438.0,0.2639,595.0,65.73,3
Support,210.0,288.0,238.25,8,288.0,0.516,595.0,15.21,4
