Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,7775.0,8275.0,8036.36,22,7775.0,0.0032,7750.0,1663.41,1
Resistance,8350.0,9000.0,8652.14,35,8350.0,0.0774,7750.0,400.37,2
Resistance,9050.0,10125.0,9431.08,37,9050.0,0.1677,7750.0,208.17,3
Resistance,10275.0,11800.0,10890.79,19,10275.0,0.3258,7750.0,56.58,4
Support,7075.0,7700.0,7384.82,28,7700.0,0.0065,7750.0,1701.96,1
Support,5875.0,6950.0,6521.21,33,6950.0,0.1032,7750.0,291.45,2
Support,4450.0,5325.0,4794.62,13,5325.0,0.3129,7750.0,40.26,3
Support,3020.0,4370.0,4055.33,15,4370.0,0.4361,7750.0,33.62,4
