Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,61.0,67.0,63.62,8,61.0,0.0167,60.0,300.0,1
Resistance,69.0,77.0,73.27,11,69.0,0.15,60.0,68.75,2
Resistance,79.0,86.0,81.4,5,79.0,0.3167,60.0,15.31,3
Resistance,90.0,95.0,92.0,5,90.0,0.5,60.0,9.8,4
Support,58.0,59.0,58.71,7,59.0,0.0167,60.0,262.5,1
Support,55.0,57.0,55.8,10,57.0,0.05,60.0,166.67,2
Support,52.0,54.0,52.92,13,54.0,0.1,60.0,118.18,3
Support,50.0,51.0,50.33,3,51.0,0.15,60.0,18.75,4
