Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,368.0,442.0,405.36,25,368.0,0.0055,366.0,1616.61,1
Resistance,448.0,540.0,490.06,33,448.0,0.224,366.0,141.0,2
Resistance,565.0,645.0,615.33,15,565.0,0.5437,366.0,27.09,3
Resistance,665.0,750.0,696.67,6,665.0,0.8169,366.0,7.26,4
Support,342.0,358.0,351.6,5,358.0,0.0219,366.0,156.95,1
Support,258.0,308.0,276.46,26,308.0,0.1585,366.0,154.33,2
Support,135.0,202.0,179.36,47,202.0,0.4481,366.0,102.6,3
Support,216.0,256.0,238.0,31,256.0,0.3005,366.0,99.82,4
