Tanggal,Open,High,Low,Close,Volume
,DEWA.JK,DEWA.JK,DEWA.JK,DEWA.JK,DEWA.JK
2019-12-26,50.0,50.0,50.0,50.0,2000
2019-12-27,50.0,50.0,50.0,50.0,7700
2019-12-30,50.0,50.0,50.0,50.0,14000
2020-01-02,50.0,50.0,50.0,50.0,13100
2020-01-03,50.0,50.0,50.0,50.0,1300
2020-01-06,50.0,50.0,50.0,50.0,100
2020-01-07,50.0,50.0,50.0,50.0,1900
2020-01-08,50.0,50.0,50.0,50.0,0
2020-01-09,50.0,50.0,50.0,50.0,100
2020-01-10,50.0,50.0,50.0,50.0,1300
2020-01-13,50.0,50.0,50.0,50.0,6500
2020-01-14,50.0,50.0,50.0,50.0,1300
2020-01-15,50.0,50.0,50.0,50.0,150900
2020-01-16,50.0,50.0,50.0,50.0,600
2020-01-17,50.0,50.0,50.0,50.0,400
2020-01-20,50.0,50.0,50.0,50.0,0
2020-01-21,50.0,50.0,50.0,50.0,20300
2020-01-22,50.0,50.0,50.0,50.0,100
2020-01-23,50.0,50.0,50.0,50.0,9700
2020-01-24,50.0,50.0,50.0,50.0,300
2020-01-27,50.0,50.0,50.0,50.0,300
2020-01-28,50.0,50.0,50.0,50.0,200
2020-01-29,50.0,50.0,50.0,50.0,0
2020-01-30,50.0,50.0,50.0,50.0,0
2020-01-31,50.0,50.0,50.0,50.0,0
2020-02-03,50.0,50.0,50.0,50.0,1100
2020-02-04,50.0,50.0,50.0,50.0,100
2020-02-05,50.0,50.0,50.0,50.0,10000
2020-02-06,50.0,50.0,50.0,50.0,0
2020-02-07,50.0,50.0,50.0,50.0,0
2020-02-10,50.0,50.0,50.0,50.0,0
2020-02-11,50.0,50.0,50.0,50.0,0
2020-02-12,50.0,50.0,50.0,50.0,100
2020-02-13,50.0,50.0,50.0,50.0,100
2020-02-14,50.0,50.0,50.0,50.0,0
2020-02-17,50.0,50.0,50.0,50.0,100
2020-02-18,50.0,50.0,50.0,50.0,0
2020-02-19,50.0,50.0,50.0,50.0,200
2020-02-20,50.0,50.0,50.0,50.0,6200
2020-02-21,50.0,50.0,50.0,50.0,200
