Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,188,286,237,48.7,30,237.0,0.4277,166.0,68.54,1
Resistance,1360,1637,1498,138.75,47,1498.0,8.0241,166.0,5.85,2
Resistance,857,1100,978,121.51,27,978.0,4.8916,166.0,5.51,3
Resistance,1714,2387,2051,336.32,27,2051.0,11.3554,166.0,2.38,4
Resistance,3482,4099,3791,308.66,19,3791.0,21.8373,166.0,0.87,5
Resistance,7070,7105,7087,17.68,2,7087.0,41.6928,166.0,0.05,6
Support,157,163,160,3.27,5,160.0,0.0361,166.0,108.36,1
Support,133,135,134,1.41,2,134.0,0.1928,166.0,9.86,2
Support,145,145,145,0.0,1,145.0,0.1265,166.0,7.33,3
Support,130,130,130,0.0,1,130.0,0.2169,166.0,4.41,4
Support,124,124,124,0.0,1,124.0,0.253,166.0,3.8,5
Support,105,105,105,0.0,1,105.0,0.3675,166.0,2.65,6
