Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,173,241,207,34.06,45,207.0,0.2249,169.0,191.61,1
Resistance,309,411,360,50.82,39,360.0,1.1302,169.0,34.21,2
Resistance,524,623,574,49.49,46,574.0,2.3964,169.0,19.12,3
Resistance,695,793,744,49.0,17,744.0,3.4024,169.0,4.98,4
Resistance,875,995,935,60.14,7,935.0,4.5325,169.0,1.54,5
Resistance,1180,1366,1273,92.92,3,1273.0,6.5325,169.0,0.46,6
Support,165,169,167,1.55,6,167.0,0.0118,169.0,274.8,1
Support,150,158,154,3.69,15,154.0,0.0888,169.0,151.89,2
Support,136,143,140,3.65,14,140.0,0.1716,169.0,77.09,3
Support,123,130,127,3.26,11,127.0,0.2485,169.0,42.55,4
Support,91,102,97,5.18,5,97.0,0.426,169.0,11.47,5
Support,107,115,111,3.61,3,111.0,0.3432,169.0,8.49,6
