Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,188,197,192,4.48,53,192.0,0.0492,183.0,895.57,1
Resistance,204,216,210,5.85,42,210.0,0.1475,183.0,266.6,2
Resistance,225,235,230,5.0,17,230.0,0.2568,183.0,63.71,3
Resistance,239,250,244,5.83,8,244.0,0.3333,183.0,23.3,4
Resistance,269,291,280,10.95,4,280.0,0.5301,183.0,7.41,5
Resistance,303,325,314,11.31,2,314.0,0.7158,183.0,2.76,6
Support,175,181,178,2.96,39,178.0,0.0273,183.0,1044.95,1
Support,122,131,126,4.53,14,126.0,0.3115,183.0,43.55,2
Support,112,119,115,3.65,14,115.0,0.3716,183.0,36.69,3
Support,160,160,160,0.0,1,160.0,0.1257,183.0,7.37,4
Support,77,101,89,11.53,3,89.0,0.5137,183.0,5.73,5
Support,62,63,62,0.71,2,62.0,0.6612,183.0,2.98,6
