Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,608,642,625,17.04,22,625.0,0.0504,595.0,364.12,1
Resistance,678,724,701,22.9,20,701.0,0.1782,595.0,106.3,2
Resistance,829,934,882,52.5,8,882.0,0.4824,595.0,16.25,3
Resistance,743,781,762,18.93,3,762.0,0.2807,595.0,10.32,4
Resistance,1058,1134,1096,38.13,7,1096.0,0.842,595.0,8.22,5
Resistance,1291,1323,1307,16.07,3,1307.0,1.1966,595.0,2.49,6
Support,545,580,562,17.29,27,562.0,0.0555,595.0,412.45,1
Support,498,525,512,13.42,46,512.0,0.1395,595.0,307.7,2
Support,437,474,456,18.71,20,456.0,0.2336,595.0,82.1,3
Support,370,398,384,13.82,13,384.0,0.3546,595.0,35.65,4
Support,210,241,226,15.67,6,226.0,0.6202,595.0,9.52,5
Support,259,293,276,16.97,2,276.0,0.5361,595.0,3.66,6
