Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1209,1229,1219,9.66,10,1219.0,0.0116,1205.0,462.57,1
Resistance,1237,1262,1250,12.7,12,1250.0,0.0373,1205.0,253.46,2
Resistance,1284,1309,1296,12.6,15,1296.0,0.0755,1205.0,175.4,3
Resistance,1333,1369,1351,17.88,8,1351.0,0.1212,1205.0,60.99,4
Resistance,1399,1421,1410,11.4,6,1410.0,0.1701,1205.0,33.31,5
Resistance,1475,1535,1505,30.41,5,1505.0,0.249,1205.0,19.31,6
Support,1135,1201,1168,33.1,29,1168.0,0.0307,1205.0,712.44,1
Support,937,1034,986,48.48,30,986.0,0.1817,1205.0,156.46,2
Support,638,800,719,80.97,19,719.0,0.4033,1205.0,45.97,3
Support,366,411,389,22.63,28,389.0,0.6772,1205.0,40.75,4
Support,439,525,482,43.11,21,482.0,0.6,1205.0,34.43,5
Support,274,329,301,27.45,17,301.0,0.7502,1205.0,22.36,6
