Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,88,99,93,5.24,6,93.0,0.0941,85.0,57.63,1
Resistance,115,124,120,4.81,12,120.0,0.4118,85.0,28.45,2
Resistance,132,141,137,4.2,14,137.0,0.6118,85.0,22.52,3
Resistance,148,163,155,7.35,10,155.0,0.8235,85.0,12.0,4
Resistance,177,195,186,8.91,13,186.0,1.1882,85.0,10.85,5
Resistance,215,251,233,18.38,2,233.0,1.7412,85.0,1.14,6
Support,67,70,68,1.19,8,68.0,0.2,85.0,38.1,1
Support,72,78,75,3.2,4,75.0,0.1176,85.0,31.34,2
Support,62,65,64,1.3,8,64.0,0.2471,85.0,31.12,3
Support,58,60,59,1.07,7,59.0,0.3059,85.0,22.16,4
Support,50,53,51,1.38,6,51.0,0.4,85.0,14.63,5
Support,55,56,56,0.55,5,56.0,0.3412,85.0,14.24,6
