Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,25385,26643,26014,629.25,9
Resistance,27934,29962,28948,1014.0,28
Resistance,33161,35296,34229,1067.7,14
Resistance,36932,38861,37896,964.51,14
Resistance,40409,42071,41240,830.85,18
Resistance,43763,45137,44450,686.72,12
Support,7096,8228,7662,566.02,35
Support,10676,12348,11512,836.04,25
Support,13349,15132,14241,891.81,16
Support,17391,20159,18775,1383.62,16
Support,20728,22782,21755,1026.86,14
Support,23699,25031,24365,665.66,15
