Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1482,1542,1512,30.1,18
Resistance,1575,1652,1614,38.48,11
Resistance,1733,1822,1777,44.61,16
Resistance,1910,1999,1954,44.62,10
Resistance,2053,2142,2097,44.62,14
Resistance,2237,2337,2287,49.92,15
Resistance,2406,2508,2457,51.22,7
Resistance,2612,2770,2691,78.91,15
Resistance,2879,2973,2926,47.17,16
Resistance,3092,3268,3180,88.41,13
Support,364,364,364,0.0,1
Support,637,670,654,16.26,7
Support,686,713,699,13.57,6
Support,780,844,812,32.15,3
Support,888,933,910,22.31,14
Support,989,1041,1015,26.46,6
Support,1175,1205,1190,15.0,3
Support,1248,1286,1267,19.26,8
Support,1300,1349,1325,24.26,12
Support,1383,1439,1411,28.0,11
