Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1105.0,1380.0,1250.57,44,1105.0,0.0045,1100.0,3025.0,1
Resistance,1395.0,1660.0,1511.5,70,1395.0,0.2682,1100.0,251.63,2
Resistance,1710.0,2260.0,1880.23,44,1710.0,0.5545,1100.0,77.94,3
Support,945.0,1085.0,1016.4,25,1085.0,0.0136,1100.0,1057.69,1
Support,710.0,905.0,808.89,9,905.0,0.1773,1100.0,48.06,2
Support,605.0,605.0,605.0,1,605.0,0.45,1100.0,2.17,3
