Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,715.0,790.0,746.54,13,715.0,0.007,710.0,762.81,1
Resistance,825.0,940.0,876.25,4,825.0,0.162,710.0,23.26,2
Resistance,990.0,1200.0,1048.33,9,990.0,0.3944,710.0,22.26,3
Support,605.0,700.0,654.69,16,700.0,0.0141,710.0,664.33,1
Support,210.0,394.0,333.98,81,394.0,0.4451,710.0,177.99,2
Support,398.0,540.0,460.22,36,540.0,0.2394,710.0,144.33,3
