Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1455.0,1510.0,1477.5,22,1455.0,0.0034,1450.0,1635.9,1
Resistance,1525.0,1595.0,1552.5,8,1525.0,0.0517,1450.0,129.61,2
Resistance,1615.0,1670.0,1639.0,5,1615.0,0.1138,1450.0,40.39,3
Support,1070.0,1440.0,1313.42,60,1440.0,0.0069,1450.0,3551.02,1
Support,678.0,1055.0,818.42,40,1055.0,0.2724,1450.0,141.64,2
Support,281.0,662.0,536.29,78,662.0,0.5434,1450.0,140.93,3
