Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2620.0,3040.0,2865.0,28,2620.0,0.0116,2590.0,1297.32,1
Resistance,3080.0,3470.0,3225.6,25,3080.0,0.1892,2590.0,125.51,2
Resistance,3640.0,4250.0,3936.82,22,3640.0,0.4054,2590.0,52.96,3
Support,1830.0,2570.0,2235.67,30,2570.0,0.0077,2590.0,1692.81,1
Support,1250.0,1800.0,1410.14,37,1800.0,0.305,2590.0,117.45,2
Support,610.0,1245.0,1087.19,57,1245.0,0.5193,2590.0,107.69,3
