Type,Min,Max,Centroid_Price,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1210.0,1285.0,1242.5,26,1210.0,0.0041,1205.0,1837.54,1
Resistance,1290.0,1400.0,1333.41,22,1290.0,0.0705,1205.0,273.16,2
Resistance,1415.0,1550.0,1473.12,8,1415.0,0.1743,1205.0,43.41,3
Support,910.0,1200.0,1082.28,57,1200.0,0.0041,1205.0,4028.45,1
Support,210.0,540.0,390.12,64,540.0,0.5519,1205.0,113.91,2
Support,575.0,880.0,721.09,23,880.0,0.2697,1205.0,82.23,3
