Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,240,263,252,11.77,33,252.0,0.115,226.0,263.91,1
Resistance,289,315,302,13.01,23,302.0,0.3363,226.0,66.42,2
Resistance,334,363,348,14.53,22,348.0,0.5398,226.0,40.01,3
Resistance,390,417,404,13.54,8,404.0,0.7876,226.0,10.03,4
Resistance,431,449,440,8.98,7,440.0,0.9469,226.0,7.32,5
Resistance,535,554,544,9.32,7,544.0,1.4071,226.0,4.94,6
Resistance,685,725,705,20.25,6,705.0,2.1195,226.0,2.82,7
Resistance,592,625,609,16.52,4,609.0,1.6947,226.0,2.35,8
Resistance,466,494,480,14.14,2,480.0,1.1239,226.0,1.76,9
Support,220,224,222,1.79,6,222.0,0.0177,226.0,216.61,1
Support,215,218,216,1.38,7,216.0,0.0442,226.0,129.04,2
Support,209,211,210,1.41,5,210.0,0.0708,226.0,61.88,3
Support,191,196,194,2.48,7,194.0,0.1416,226.0,46.18,4
Support,203,205,204,1.0,4,204.0,0.0973,226.0,37.26,5
Support,156,159,157,1.55,8,157.0,0.3053,226.0,25.37,6
Support,162,166,164,2.38,7,164.0,0.2743,226.0,24.62,7
Support,170,173,171,1.53,3,171.0,0.2434,226.0,11.84,8
Support,144,148,146,2.22,4,146.0,0.354,226.0,10.99,9
