Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,607,636,622,14.52,20
Resistance,660,684,672,11.83,10
Resistance,704,748,726,22.3,15
Resistance,831,861,846,15.17,5
Resistance,917,966,942,24.66,3
Resistance,1037,1086,1062,24.66,3
Resistance,1100,1143,1121,21.75,4
Resistance,1291,1323,1307,16.07,3
Support,210,241,226,15.67,6
Support,259,293,276,16.97,2
Support,370,398,384,13.82,13
Support,434,468,451,16.85,17
Support,486,503,494,8.58,20
Support,514,525,519,5.77,27
Support,538,554,546,7.79,16
Support,571,586,578,7.47,13
