Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2430,2528,2479,49.1,18
Resistance,2694,2775,2734,40.44,21
Resistance,2831,2913,2872,40.89,29
Resistance,2978,3137,3057,79.38,11
Resistance,3410,3580,3495,84.74,14
Resistance,3759,3915,3837,78.0,21
Resistance,4049,4223,4136,87.49,15
Resistance,4337,4512,4424,87.77,9
Support,1385,1385,1385,0.0,1
Support,1770,1804,1787,17.18,5
Support,1905,1953,1929,23.75,11
Support,2003,2041,2022,18.59,10
Support,2078,2122,2100,21.6,4
Support,2161,2194,2178,16.41,9
Support,2223,2254,2239,15.74,7
Support,2307,2362,2334,27.6,7
