Tanggal,High,Low,Pivot_High,Pivot_Low,Type,Level,Current_Price,Selisih,Z_Score,Mean_Reference,Std_Reference
2020-05-08,685.0,620.0,685.0,,Resistance,685.0,226.0,459.0,2.8314802526982947,308.11042944785277,133.106904133619
2020-05-12,690.0,560.0,690.0,560.0,Resistance,690.0,226.0,464.0,2.8690440442427274,308.11042944785277,133.106904133619
2020-05-15,625.0,530.0,625.0,530.0,Resistance,625.0,226.0,399.0,2.380714754165107,308.11042944785277,133.106904133619
2020-05-19,620.0,565.0,620.0,,Resistance,620.0,226.0,394.0,2.343150962620675,308.11042944785277,133.106904133619
2020-05-27,735.0,575.0,735.0,575.0,Resistance,735.0,226.0,509.0,3.207118168142618,308.11042944785277,133.106904133619
2020-06-03,695.0,680.0,695.0,,Resistance,695.0,226.0,469.0,2.9066078357871596,308.11042944785277,133.106904133619
2020-06-10,725.0,640.0,725.0,,Resistance,725.0,226.0,499.0,3.1319905850537535,308.11042944785277,133.106904133619
2020-06-12,700.0,600.0,700.0,,Resistance,700.0,226.0,474.0,2.944171627331592,308.11042944785277,133.106904133619
2020-07-06,590.0,540.0,590.0,,Resistance,590.0,226.0,364.0,2.117768213354081,308.11042944785277,133.106904133619
2020-07-10,545.0,500.0,545.0,,Resistance,545.0,226.0,319.0,1.7796940894541902,308.11042944785277,133.106904133619
2020-07-17,540.0,486.0,540.0,,Resistance,540.0,226.0,314.0,1.7421302979097577,308.11042944785277,133.106904133619
2020-07-24,550.0,468.0,550.0,468.0,Resistance,550.0,226.0,324.0,1.8172578809986224,308.11042944785277,133.106904133619
2020-07-28,550.0,466.0,550.0,466.0,Resistance,550.0,226.0,324.0,1.8172578809986224,308.11042944785277,133.106904133619
2020-08-26,490.0,418.0,490.0,418.0,Resistance,490.0,226.0,264.0,1.3664923824654347,308.11042944785277,133.106904133619
2020-09-10,450.0,438.0,450.0,,Resistance,450.0,226.0,224.0,1.0659820501099762,308.11042944785277,133.106904133619
