Tanggal,High,Low,Pivot_High,Pivot_Low,Type,Level,Current_Price,Selisih,Z_Score,Mean_Reference,Std_Reference
2020-11-27,60.0,52.0,60.0,,Resistance,60.0,57.0,3.0,-0.6998528328551374,74.01219512195122,20.021630926014424
2021-11-12,67.0,50.0,67.0,,Resistance,67.0,57.0,10.0,-0.35023096509286694,74.01219512195122,20.021630926014424
2021-11-17,64.0,56.0,64.0,,Resistance,64.0,57.0,7.0,-0.5000689084195543,74.01219512195122,20.021630926014424
2021-11-22,77.0,63.0,77.0,,Resistance,77.0,57.0,20.0,0.1492288459960909,74.01219512195122,20.021630926014424
2021-11-25,66.0,58.0,66.0,,Resistance,66.0,57.0,9.0,-0.4001769462017627,74.01219512195122,20.021630926014424
2021-12-02,59.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2021-12-14,59.0,52.0,59.0,,Resistance,59.0,57.0,2.0,-0.7497988139640331,74.01219512195122,20.021630926014424
2021-12-20,53.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2021-12-24,52.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2021-12-27,66.0,51.0,66.0,,Resistance,66.0,57.0,9.0,-0.4001769462017627,74.01219512195122,20.021630926014424
2021-12-30,62.0,53.0,62.0,53.0,Resistance,62.0,57.0,5.0,-0.5999608706373458,74.01219512195122,20.021630926014424
2021-12-30,62.0,53.0,62.0,53.0,Support,53.0,57.0,-4.0,-1.0494747006174079,74.01219512195122,20.021630926014424
2022-01-05,62.0,55.0,62.0,,Resistance,62.0,57.0,5.0,-0.5999608706373458,74.01219512195122,20.021630926014424
2022-01-13,55.0,50.0,55.0,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2022-01-20,59.0,51.0,59.0,,Resistance,59.0,57.0,2.0,-0.7497988139640331,74.01219512195122,20.021630926014424
2022-02-11,55.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2022-02-18,61.0,50.0,61.0,50.0,Resistance,61.0,57.0,4.0,-0.6499068517462416,74.01219512195122,20.021630926014424
2022-02-18,61.0,50.0,61.0,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2022-02-24,52.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2022-04-20,52.0,50.0,,50.0,Support,50.0,57.0,-7.0,-1.1993126439440953,74.01219512195122,20.021630926014424
2022-06-21,63.0,56.0,63.0,,Resistance,63.0,57.0,6.0,-0.55001488952845,74.01219512195122,20.021630926014424
2022-06-27,62.0,59.0,62.0,,Resistance,62.0,57.0,5.0,-0.5999608706373458,74.01219512195122,20.021630926014424
2022-06-29,68.0,60.0,68.0,,Resistance,68.0,57.0,11.0,-0.30028498398397113,74.01219512195122,20.021630926014424
2022-07-11,56.0,53.0,,53.0,Support,53.0,57.0,-4.0,-1.0494747006174079,74.01219512195122,20.021630926014424
2022-07-13,60.0,55.0,60.0,,Resistance,60.0,57.0,3.0,-0.6998528328551374,74.01219512195122,20.021630926014424
2022-08-02,56.0,52.0,56.0,52.0,Support,52.0,57.0,-5.0,-1.0994206817263037,74.01219512195122,20.021630926014424
2022-08-31,54.0,52.0,,52.0,Support,52.0,57.0,-5.0,-1.0994206817263037,74.01219512195122,20.021630926014424
2022-09-06,61.0,57.0,61.0,,Resistance,61.0,57.0,4.0,-0.6499068517462416,74.01219512195122,20.021630926014424
2022-09-15,69.0,63.0,69.0,,Resistance,69.0,57.0,12.0,-0.2503390028750754,74.01219512195122,20.021630926014424
2022-09-20,88.0,81.0,88.0,,Resistance,88.0,57.0,31.0,0.6986346381939446,74.01219512195122,20.021630926014424
2022-09-23,109.0,89.0,109.0,,Resistance,109.0,57.0,52.0,1.747500241480756,74.01219512195122,20.021630926014424
2022-09-29,106.0,89.0,106.0,,Resistance,106.0,57.0,49.0,1.5976622981540687,74.01219512195122,20.021630926014424
2022-10-05,103.0,94.0,103.0,,Resistance,103.0,57.0,46.0,1.4478243548273813,74.01219512195122,20.021630926014424
2022-10-11,106.0,93.0,106.0,,Resistance,106.0,57.0,49.0,1.5976622981540687,74.01219512195122,20.021630926014424
2022-10-17,112.0,97.0,112.0,,Resistance,112.0,57.0,55.0,1.8973381848074433,74.01219512195122,20.021630926014424
2022-10-20,108.0,98.0,108.0,,Resistance,108.0,57.0,51.0,1.69755426037186,74.01219512195122,20.021630926014424
2022-10-26,110.0,99.0,110.0,,Resistance,110.0,57.0,53.0,1.7974462225896517,74.01219512195122,20.021630926014424
2022-11-03,102.0,94.0,102.0,,Resistance,102.0,57.0,45.0,1.3978783737184854,74.01219512195122,20.021630926014424
