Tanggal,High,Low,Pivot_High,Pivot_Low,Type,Level,Current_Price,Selisih,Z_Score,Mean_Reference,Std_Reference
2019-12-30,550.0,525.0,,525.0,Support,525.0,595.0,-70.0,-0.30582419926230314,584.271186440678,193.80803279678182
2020-01-03,570.0,540.0,,540.0,Support,540.0,595.0,-55.0,-0.22842802644356186,584.271186440678,193.80803279678182
2020-01-08,570.0,452.0,,452.0,Support,452.0,595.0,-143.0,-0.6824855736468439,584.271186440678,193.80803279678182
2020-01-13,550.0,500.0,,500.0,Support,500.0,595.0,-95.0,-0.4348178206268719,584.271186440678,193.80803279678182
2020-01-15,555.0,530.0,,530.0,Support,530.0,595.0,-65.0,-0.28002547498938934,584.271186440678,193.80803279678182
2020-01-28,500.0,452.0,,452.0,Support,452.0,595.0,-143.0,-0.6824855736468439,584.271186440678,193.80803279678182
2020-01-31,510.0,430.0,,430.0,Support,430.0,595.0,-165.0,-0.7959999604476644,584.271186440678,193.80803279678182
2020-02-04,505.0,420.0,,420.0,Support,420.0,595.0,-175.0,-0.847597408993492,584.271186440678,193.80803279678182
2020-02-14,520.0,428.0,520.0,428.0,Support,428.0,595.0,-167.0,-0.8063194501568299,584.271186440678,193.80803279678182
2020-02-25,298.0,248.0,,248.0,Support,248.0,595.0,-347.0,-1.7350735239817252,584.271186440678,193.80803279678182
2020-02-28,268.0,220.0,,220.0,Support,220.0,595.0,-375.0,-1.879546379910042,584.271186440678,193.80803279678182
2020-03-09,316.0,264.0,,264.0,Support,264.0,595.0,-331.0,-1.652517606308401,584.271186440678,193.80803279678182
2020-03-13,266.0,240.0,,240.0,Support,240.0,595.0,-355.0,-1.776351482818387,584.271186440678,193.80803279678182
2020-03-20,230.0,210.0,,210.0,Support,210.0,595.0,-385.0,-1.9311438284558697,584.271186440678,193.80803279678182
2020-03-24,224.0,210.0,,210.0,Support,210.0,595.0,-385.0,-1.9311438284558697,584.271186440678,193.80803279678182
2020-03-31,242.0,226.0,,226.0,Support,226.0,595.0,-369.0,-1.8485879107825456,584.271186440678,193.80803279678182
2020-04-09,310.0,288.0,,288.0,Support,288.0,595.0,-307.0,-1.528683729798415,584.271186440678,193.80803279678182
2020-04-20,420.0,382.0,,382.0,Support,382.0,595.0,-213.0,-1.0436677134676364,584.271186440678,193.80803279678182
2020-04-24,410.0,354.0,,354.0,Support,354.0,595.0,-241.0,-1.1881405693959535,584.271186440678,193.80803279678182
2020-04-28,410.0,380.0,,380.0,Support,380.0,595.0,-215.0,-1.053987203176802,584.271186440678,193.80803279678182
2020-08-27,635.0,530.0,635.0,,Resistance,635.0,595.0,40.0,0.26174773474179946,584.271186440678,193.80803279678182
2020-09-01,500.0,466.0,,466.0,Support,466.0,595.0,-129.0,-0.6102491456826854,584.271186440678,193.80803279678182
2020-09-09,530.0,482.0,,482.0,Support,482.0,595.0,-113.0,-0.5276932280093614,584.271186440678,193.80803279678182
2020-09-11,510.0,478.0,,478.0,Support,478.0,595.0,-117.0,-0.5483322074276924,584.271186440678,193.80803279678182
2020-10-07,488.0,450.0,,450.0,Support,450.0,595.0,-145.0,-0.6928050633560094,584.271186440678,193.80803279678182
2020-10-13,490.0,470.0,,470.0,Support,470.0,595.0,-125.0,-0.5896101662643544,584.271186440678,193.80803279678182
