Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,173,241,207,34.06,45,207.0,0.2249,169.0,191.61,1
Resistance,309,411,360,50.82,39,360.0,1.1302,169.0,34.21,2
Resistance,526,634,580,54.06,49,580.0,2.432,169.0,20.07,3
Resistance,720,914,817,97.09,21,817.0,3.8343,169.0,5.46,4
Resistance,1180,1366,1273,92.92,3,1273.0,6.5325,169.0,0.46,5
Support,165,169,167,1.55,6,167.0,0.0118,169.0,274.8,1
Support,150,158,154,3.69,15,154.0,0.0888,169.0,151.89,2
Support,136,143,140,3.65,14,140.0,0.1716,169.0,77.09,3
Support,121,130,126,4.59,12,126.0,0.2544,169.0,45.38,4
Support,93,108,100,7.4,7,100.0,0.4083,169.0,16.74,5
