Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,188,286,237,48.7,30,237.0,0.4277,166.0,68.54,1
Resistance,1360,1637,1498,138.75,47,1498.0,8.0241,166.0,5.85,2
Resistance,857,1100,978,121.51,27,978.0,4.8916,166.0,5.51,3
Resistance,1714,2387,2051,336.32,27,2051.0,11.3554,166.0,2.38,4
Resistance,3070,5139,4105,1034.04,21,4105.0,23.7289,166.0,0.88,5
Support,157,163,160,3.27,5,160.0,0.0361,166.0,108.36,1
Support,130,135,133,2.52,3,133.0,0.1988,166.0,14.37,2
Support,145,145,145,0.0,1,145.0,0.1265,166.0,7.33,3
Support,124,124,124,0.0,1,124.0,0.253,166.0,3.8,4
Support,105,105,105,0.0,1,105.0,0.3675,166.0,2.65,5
