Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,135,218,176,41.71,82,176.0,0.5439,114.0,148.05,1
Resistance,281,370,325,44.55,31,325.0,1.8509,114.0,16.66,2
Resistance,473,558,515,42.75,39,515.0,3.5175,114.0,11.06,3
Resistance,669,792,730,61.39,13,730.0,5.4035,114.0,2.4,4
Resistance,1217,1508,1362,145.75,4,1362.0,10.9474,114.0,0.37,5
Support,110,113,112,1.24,9,112.0,0.0175,114.0,326.75,1
Support,96,102,99,2.9,8,99.0,0.1316,114.0,56.51,2
Support,56,62,59,2.63,11,59.0,0.4825,114.0,22.34,3
Support,63,68,65,2.77,8,65.0,0.4298,114.0,18.19,4
Support,76,82,79,2.87,4,79.0,0.307,114.0,12.62,5
