Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,88,99,93,5.24,6,93.0,0.0941,85.0,57.63,1
Resistance,115,124,120,4.81,12,120.0,0.4118,85.0,28.45,2
Resistance,133,146,139,6.35,18,139.0,0.6353,85.0,27.89,3
Resistance,157,175,166,9.11,10,166.0,0.9529,85.0,10.38,4
Resistance,180,217,199,18.46,11,199.0,1.3412,85.0,8.14,5
Support,67,70,68,1.19,8,68.0,0.2,85.0,38.1,1
Support,62,65,63,1.5,9,63.0,0.2588,85.0,33.48,2
Support,56,59,57,1.8,11,57.0,0.3294,85.0,32.41,3
Support,72,78,75,3.2,4,75.0,0.1176,85.0,31.34,4
Support,50,53,51,1.38,6,51.0,0.4,85.0,14.63,5
