Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,358,380,369,11.16,28,369.0,0.0727,344.0,338.68,1
Resistance,393,414,404,10.45,26,404.0,0.1744,344.0,140.98,2
Resistance,432,464,448,15.86,21,448.0,0.3023,344.0,67.24,3
Resistance,517,570,544,26.58,4,544.0,0.5814,344.0,6.76,4
Resistance,593,633,613,19.56,5,613.0,0.782,344.0,6.31,5
Support,328,343,336,7.79,15,336.0,0.0233,344.0,451.05,1
Support,266,289,278,11.76,28,278.0,0.1919,344.0,138.71,2
Support,300,314,307,6.88,15,307.0,0.1076,344.0,127.6,3
Support,210,244,227,17.17,15,227.0,0.3401,344.0,42.84,4
Support,106,143,124,18.45,17,124.0,0.6395,344.0,26.17,5
