Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,397,418,407,10.78,6,407.0,0.0544,386.0,93.16,1
Resistance,432,434,433,1.15,3,433.0,0.1218,386.0,22.77,2
Resistance,550,590,570,20.16,9,570.0,0.4767,386.0,18.49,3
Resistance,481,523,502,21.14,4,502.0,0.3005,386.0,12.88,4
Resistance,617,673,645,28.28,2,645.0,0.671,386.0,2.94,5
Support,305,354,329,24.71,18,329.0,0.1477,386.0,114.16,1
Support,252,288,270,18.42,27,270.0,0.3005,386.0,86.95,2
Support,157,188,173,15.41,44,173.0,0.5518,386.0,78.32,3
Support,81,98,89,8.87,58,89.0,0.7694,386.0,74.41,4
Support,111,132,121,10.24,24,121.0,0.6865,386.0,34.46,5
